Name,Substance,Amount,Sold As,Date Published,Date Tested,Location,Size
Versace,MDMA,"1</li>
</ul>",NA,"Oct 20, 2002","Oct 05, 2002","Apopka, FL",297 mg<br/>8.0 mm x 5.0 mm
VW,Methamphetamine,"1</li>
</ul>",NA,"Oct 20, 2002","Oct 05, 2002","Bryan, TX",281 mg<br/>8.0 mm x 5.0 mm
Plain Tablet,Caffeine,"1</li>
</ul>",NA,"Oct 20, 2002","Oct 20, 2002",Washington D.C.,278 mg<br/>8.0 mm x 5.0 mm
Plain Tablet,DXM,"10</li>
",NA,"Oct 20, 2002","Oct 05, 2002","New York, NY",333 mg<br/>11.0 mm x 4.0 mm
Smiley,MDMA,"1</li>
</ul>",NA,"Sep 20, 2002","Sep 20, 2002","Boston, MA",270 mg<br/>8.0 mm x 4.0 mm
Apple,Caffeine,"10</li>
",NA,"Sep 20, 2002","Sep 20, 2002","Dallas, TX",210 mg<br/>8.0 mm x 5.0 mm
Smiley,MDMA,"---</li>
",NA,"Sep 20, 2002","Sep 20, 2002","New York, NY",141 mg<br/>7.0 mm x 3.0 mm
Mitsubishi,Caffeine,"1</li>
",NA,"Sep 20, 2002","Sep 20, 2002","Sarasota, FL",293 mg<br/>10.0 mm x 3.0 mm
Mercedes,Methamphetamine,"10</li>
",NA,"Sep 20, 2002","Sep 20, 2002","Seattle, WA",199 mg<br/>8.0 mm x 4.0 mm
Pac Man,5-MeO-DiPT,"1</li>
</ul>",NA,"Sep 20, 2002","Sep 20, 2002","Seattle, WA",268 mg<br/>8.0 mm x 5.0 mm
Plain Tablet,Diazepam,"1</li>
</ul>",NA,"Sep 20, 2002","Sep 20, 2002","Elmhurst, NY",199 mg<br/>8.0 mm x 4.0 mm
Mitsubishi,MDMA,"1</li>
</ul>",NA,"Sep 20, 2002","Sep 20, 2002","Phoenix, AZ",254 mg<br/>8.0 mm x 4.0 mm
Cherry,Caffeine,"20</li>
",NA,"Sep 20, 2002","Sep 20, 2002","Huntington Beach, CA",296 mg<br/>9.0 mm x 4.0 mm
Plain Tablet,None Detected,"---</li>
</ul>",NA,"Sep 20, 2002","Sep 20, 2002","Chicago, IL",54.5 mg<br/>6.0 mm x 3.0 mm
Spade,Caffeine,"4</li>
",NA,"Sep 20, 2002","Sep 20, 2002","Houston, TX",295 mg<br/>9.0 mm x 4.0 mm
Mercedes,Caffeine,"20</li>
",NA,"Sep 11, 2002","Sep 06, 2002","Newark, NJ",402 mg<br/>9.0 mm x 6.0 mm
Omega,MDA,"1</li>
</ul>",NA,"Sep 11, 2002","Sep 06, 2002","Nashville, TN",253 mg<br/>10.0 mm x 4.0 mm
Omega,MDA,"1</li>
</ul>",NA,"Sep 11, 2002","Sep 06, 2002","Coon Rapids, MN",275 mg<br/>10.0 mm x 5.0 mm
Split,DXM,"20</li>
",NA,"Sep 11, 2002","Sep 06, 2002","Jersey City, NJ",212 mg<br/>6.0 mm x 7.0 mm
Pink,Not Tested,"---</li>
</ul>",NA,"Sep 11, 2002","Sep 06, 2002","Orlando, FL",209 mg<br/>8.0 mm x 4.0 mm
RN,Unidentified,"1</li>
</ul>",NA,"Sep 06, 2002","Aug 23, 2002","Jacksonville, FL",216 mg<br/>9.0 mm x 5.0 mm
Superman,MDMA,"1</li>
</ul>",NA,"Sep 06, 2002","Aug 23, 2002","St. Louis, MO",295 mg<br/>8.0 mm x 6.0 mm
Yin Yang,MDA,"10</li>
",NA,"Sep 06, 2002","Aug 23, 2002","St. Louis, MO",295 mg<br/>10.0 mm x 4.0 mm
Sunshine,MDMA,"1</li>
</ul>",NA,"Sep 06, 2002","Aug 23, 2002","St. Louis, MO",294 mg<br/>8.0 mm x 5.0 mm
Lightning Bolt,Caffeine,"2</li>
",NA,"Sep 06, 2002","Aug 23, 2002","Houston, TX",224 mg<br/>7.0 mm x 5.0 mm
Bacardi Bat,MDMA,"1</li>
</ul>",NA,"Sep 06, 2002","Aug 23, 2002","Los Angeles, CA",282 mg<br/>9.0 mm x 4.0 mm
Clover,Guaifenesin,"5</li>
",NA,"Sep 06, 2002","Aug 23, 2002","Detroit, MI",268 mg<br/>8.0 mm x 4.0 mm
Cartier,BZP,"---</li>
",NA,"Sep 06, 2002","Aug 23, 2002","St. Louis, MO",477 mg<br/>10.0 mm x 5.0 mm
Triangle,None Detected,"---</li>
</ul>",NA,"Sep 06, 2002","Aug 23, 2002","Dallas, TX",230 mg<br/>7.0 mm x 5.0 mm
Bacardi Bat,MDMA,"2</li>
",NA,"Sep 06, 2002","Aug 23, 2002","New York, NY",190 mg<br/>7.0 mm x 4.0 mm
Maserati,Caffeine,"1</li>
</ul>",NA,"Sep 06, 2002","Aug 23, 2002","New York, NY",295 mg<br/>8.0 mm x 5.0 mm
FF,MDMA,"1</li>
</ul>",NA,"Sep 06, 2002","Aug 23, 2002","New York, NY",249 mg<br/>7.0 mm x 5.0 mm
3HR,MDMA,"1</li>
",NA,"Aug 25, 2002","Aug 09, 2002","New York, NY",301 mg<br/>8.0 mm x 5.0 mm
Dove,MDA,"1</li>
</ul>",NA,"Aug 25, 2002","Aug 09, 2002","Seattle, WA",224 mg<br/>9.0 mm x 4.0 mm
Omega,MDA,"1</li>
</ul>",NA,"Aug 25, 2002","Aug 09, 2002","Orlando, FL",275 mg<br/>10.0 mm x 5.0 mm
Clog,MDMA,"4</li>
",NA,"Aug 25, 2002","Aug 09, 2002","Denver, CO",323 mg<br/>8.0 mm x 5.0 mm
Cherries,DXM,"3</li>
",NA,"Aug 25, 2002","Aug 09, 2002","Los Angeles, CA",285 mg<br/>9.0 mm x 4.0 mm
Plain Tablet,MDMA,"1</li>
</ul>",NA,"Aug 25, 2002","Aug 09, 2002","El Segundo, CA",97 mg<br/>6.0 mm x 3.0 mm
Yellow Thang,DXM,"1</li>
</ul>",NA,"Aug 25, 2002","Aug 09, 2002","New York, NY",286 mg<br/>8.0 mm x 6.0 mm
Plain Tablet,MDMA,"1</li>
</ul>",NA,"Aug 24, 2002","Aug 09, 2002","Atlanta, GA",175 mg<br/>7.0 mm x 4.0 mm
Christmas Tree,MDMA,"2</li>
",NA,"Aug 24, 2002","Aug 09, 2002","Seattle, WA",257 mg<br/>8.0 mm x 5.0 mm
Honda,Ketamine,"6</li>
",NA,"Aug 24, 2002","Aug 09, 2002","Houston, TX",274 mg<br/>8.0 mm x 5.0 mm
Apple,MDMA,"5</li>
",NA,"Aug 24, 2002","Aug 09, 2002","Seattle, WA",386 mg<br/>10.0 mm x 5.0 mm
Cross,Methamphetamine,"1</li>
</ul>",NA,"Aug 24, 2002","Aug 09, 2002","Phoenix, AZ",199 mg<br/>8.0 mm x 4.0 mm
Eclipse,Methamphetamine,"1</li>
</ul>",NA,"Aug 24, 2002","Aug 09, 2002","Redding, CA",100 mg<br/>7.0 mm x 3.0 mm
e63 / split,None Detected,"---</li>
</ul>",NA,"Aug 24, 2002","Aug 09, 2002","Seattle, WA",173 mg<br/>7.0 mm x 4.0 mm
Four Leaf Clover,MDMA,"1</li>
</ul>",NA,"Aug 24, 2002","Aug 09, 2002","Boston, MA",220 mg<br/>8.0 mm x 4.0 mm
Scorpion,Caffeine,"1</li>
</ul>",NA,"Aug 24, 2002","Aug 09, 2002","Charlotte, VA",348 mg<br/>8.0 mm x 5.0 mm
Plain Tablet,MDA,"1</li>
</ul>",NA,"Aug 04, 2002","Jul 26, 2002","Denver, CO",324 mg<br/>8.0 mm x 4.0 mm
Dolphin,Caffeine,"1</li>
",NA,"Aug 04, 2002","Jul 26, 2002","Phoenix, AZ",312 mg<br/>8.0 mm x 5.0 mm
Plus,Pseudo/Ephedrine,"3</li>
",NA,"Aug 04, 2002","Jul 26, 2002","Burlington, VT",248 mg<br/>8.0 mm x 4.0 mm
Cherry Bomb,MDMA,"1</li>
</ul>",NA,"Aug 04, 2002","Jul 26, 2002","New York, NY",237 mg<br/>9.0 mm x 4.0 mm
Love (Peach),Methamphetamine,"1</li>
</ul>",NA,"Aug 04, 2002","Jul 26, 2002","Boston, MA",169 mg<br/>8.0 mm x 4.0 mm
Dan Dan,Guaifenesin,"1</li>
</ul>",NA,"Aug 04, 2002","Jul 26, 2002","Orlando, FL",813 mg<br/>19.0 mm x 7.0 mm
Plain Tablet,Guaifenesin,"10</li>
",NA,"Aug 04, 2002","Jul 26, 2002","Houston, TX",244 mg<br/>9.0 mm x 4.0 mm
Cartier,BZP,"1</li>
",NA,"Aug 04, 2002","Jul 26, 2002","Davis, CA",473 mg<br/>10.0 mm x 5.0 mm
T,MDMA,"5</li>
",NA,"Aug 04, 2002","Jul 26, 2002","Seattle, WA",204 mg<br/>9.0 mm x 4.0 mm
Plain Tablet,Other Pharm.,"1</li>
</ul>",NA,"Aug 04, 2002","Jul 26, 2002","Boise, ID",398 mg<br/>10.0 mm x 6.0 mm
Trumpet,DXM,"10</li>
",NA,"Aug 04, 2002","Jul 26, 2002","Denver, CO",282 mg<br/>9.0 mm x 5.0 mm
Plain Tablet,MDMA,"1</li>
</ul>",NA,"Aug 04, 2002","Jul 26, 2002","Simi Valley, CA",313 mg<br/>8.0 mm x 5.0 mm
Plain Tablet,Unidentified,"20</li>
",NA,"Aug 03, 2002","Jul 12, 2002","Chicago, IL",281 mg<br/>10.0 mm x 5.0 mm
B,None Detected,"---</li>
</ul>",NA,"Aug 03, 2002","Jul 12, 2002","Raleigh, NC",222 mg<br/>8.0 mm x 4.0 mm
Christmas Tree,Caffeine,"2</li>
",NA,"Aug 03, 2002","Jul 12, 2002","San Francisco, CA",258 mg<br/>8.0 mm x 5.0 mm
Plain Tablet,MDA,"1</li>
</ul>",NA,"Aug 03, 2002","Jul 12, 2002","Austin, TX",105 mg<br/>7.0 mm x 3.0 mm
Plain Tablet,Caffeine,"1</li>
</ul>",NA,"Aug 03, 2002","Jul 12, 2002","Aliso Viejo, CA",378 mg<br/>9.0 mm x 5.0 mm
McDonald,Caffeine,"20</li>
",NA,"Aug 03, 2002","Jul 12, 2002","San Francisco, CA",227 mg<br/>8.0 mm x 4.0 mm
C,Caffeine,"5</li>
",NA,"Aug 03, 2002","Jul 12, 2002","Simi Valley, CA",319 mg<br/>8.0 mm x 5.0 mm
Cartier,None Detected,"---</li>
</ul>",NA,"Aug 03, 2002","Jul 12, 2002","Foster City, CA",529 mg<br/>10.0 mm x 6.0 mm
Motorola,MDMA,"1</li>
</ul>",NA,"Aug 03, 2002","Jul 12, 2002","San Francisco, CA",217 mg<br/>8.0 mm x 4.0 mm
Unknown,MDMA,"1</li>
</ul>",NA,"Aug 03, 2002","Jul 12, 2002","Apopka, FL",288 mg<br/>8.0 mm x 5.0 mm
Capricorn,Acetaminophen,"1</li>
</ul>",NA,"Aug 03, 2002","Jul 12, 2002","Ann Arbor, MI",254 mg<br/>8.0 mm x 4.0 mm
Thunderbolt,Caffeine,"2</li>
",NA,"Aug 03, 2002","Jul 12, 2002","Houston, TX",308 mg<br/>8.0 mm x 6.0 mm
Rolex,MDMA,"1</li>
</ul>",NA,"Aug 03, 2002","Jul 12, 2002","Fort Worth, TX",222 mg<br/>8.0 mm x 4.0 mm
Crown,Unidentified,"20</li>
",NA,"Aug 03, 2002","Jul 12, 2002","Fort Worth, TX",279 mg<br/>9.0 mm x 4.0 mm
Motorola,Unidentified,"1</li>
</ul>",NA,"Aug 03, 2002","Jul 12, 2002","Albany, NY",213 mg<br/>8.0 mm x 4.0 mm
Plain Tablet,MDMA,"1</li>
</ul>",NA,"Jul 03, 2002","Jul 03, 2002","Los Angeles, CA",284 mg<br/>9.0 mm x 4.0 mm
Smiley,Caffeine,"4</li>
",NA,"Jul 03, 2002","Jul 03, 2002","Minneapolis, MN",144 mg<br/>6.0 mm x 4.0 mm
Trumpet,DXM,"10</li>
",NA,"Jul 03, 2002","Jul 03, 2002","San Francisco, CA",284 mg<br/>9.0 mm x 5.0 mm
Dolphin,Caffeine,"5</li>
",NA,"Jul 03, 2002","Jul 03, 2002","Seattle, WA",309 mg<br/>8.0 mm x 5.0 mm
Ferrari,MDMA,"trace</li>
</ul>",NA,"Jul 03, 2002","Jul 03, 2002","Dallas, TX",175 mg<br/>9.0 mm x 4.0 mm
Interlocking Circles,MDMA,"1</li>
</ul>",NA,"Jul 03, 2002","Jul 03, 2002","Rochester, NY",216 mg<br/>8.0 mm x 3.0 mm
Dolphin,MDA,"10</li>
",NA,"Jul 03, 2002","Jul 03, 2002","Houston, TX",325 mg<br/>8.0 mm x 5.0 mm
Nike,MDMA,"3</li>
",NA,"Jul 03, 2002","Jul 03, 2002","Chicago, IL",244 mg<br/>8.0 mm x 4.0 mm
Cartier,BZP,"trace</li>
",NA,"Jun 20, 2002","Jun 14, 2002","Mission Viejo, CA",489 mg<br/>10.0 mm x 6.0 mm
Mitsubishi,MDMA,"1</li>
</ul>",NA,"Jun 20, 2002","Jun 14, 2002","St. Louis, MO",295 mg<br/>8.0 mm x 5.0 mm
Alligator,MDMA,"1</li>
</ul>",NA,"Jun 20, 2002","Jun 14, 2002","San Francisco, CA",282 mg<br/>8.0 mm x 5.0 mm
Motorola,DXM,"3</li>
",NA,"Jun 20, 2002","Jun 14, 2002","Sacramento, CA",295 mg<br/>8.0 mm x 6.0 mm
Split,MDMA,"1</li>
</ul>",NA,"Jun 20, 2002","Jun 14, 2002","Chicago, IL",248 mg<br/>9.0 mm x 3.0 mm
Yen,Amphetamine,"trace</li>
",NA,"Jun 20, 2002","Jun 14, 2002","Greensboro, NC",308 mg<br/>9.0 mm x 5.0 mm
Cartier,BZP,"trace</li>
",NA,"Jun 20, 2002","Jun 14, 2002","Las Vegas, NV",486 mg<br/>10.0 mm x 5.0 mm
Cartier,BZP,"trace</li>
",NA,"Jun 20, 2002","Jun 14, 2002","Thousand Oaks, CA",473 mg<br/>10.0 mm x 5.0 mm
Smile,Caffeine,"10</li>
",NA,"Jun 20, 2002","Jun 14, 2002","Minneapolis, MN",143 mg<br/>6.0 mm x 4.0 mm
Louis Vutton,MDMA,"1</li>
</ul>",NA,"Jun 20, 2002","Jun 14, 2002","San Francisco, CA",327 mg<br/>8.0 mm x 6.0 mm
Internet,MDA,"trace</li>
",NA,"Jun 01, 2002","Jun 01, 2002","Houston, TX",265 mg<br/>8.0 mm x 5.0 mm
Cartier,BZP,"trace</li>
",NA,"Jun 01, 2002","Jun 01, 2002","San Diego, CA",432 mg<br/>10.0 mm x 5.0 mm
Smiley,MDMA,"1</li>
</ul>",NA,"Jun 01, 2002","Jun 01, 2002","Los Angeles, CA",200 mg<br/>7.0 mm x 4.0 mm
Rolex (Gold),MDMA,"1</li>
</ul>",NA,"Jun 01, 2002","Jun 01, 2002","Seattle, WA",272 mg<br/>8.0 mm x 5.0 mm
B,MDMA,"1</li>
</ul>",NA,"Jun 01, 2002","Jun 01, 2002","Chelsea, MA",139 mg<br/>7.0 mm x 4.0 mm
Cartier,BZP,"trace</li>
",NA,"Jun 01, 2002","Jun 01, 2002","Los Angeles, CA",507 mg<br/>10.0 mm x 5.0 mm
Crocodile,MDMA,"1</li>
</ul>",NA,"Jun 01, 2002","Jun 01, 2002","San Francisco, CA",280 mg<br/>8.0 mm x 5.0 mm
VL,Caffeine,"2</li>
",NA,"Jun 01, 2002","Jun 01, 2002","San Francisco, CA",299 mg<br/>8.0 mm x 4.0 mm
Bird,Acetaminophen,"5</li>
",NA,"Jun 01, 2002","Jun 01, 2002","Berkeley, CA",275 mg<br/>8.0 mm x 4.0 mm
Safe Sex,MDMA,"1</li>
</ul>",NA,"Jun 01, 2002","Jun 01, 2002","New York, NY",274 mg<br/>9.0 mm x 4.0 mm
@,MDMA,"1</li>
</ul>",NA,"Jun 01, 2002","Jun 01, 2002","New York, NY",142 mg<br/>7.0 mm x 3.0 mm
Duck,Acetaminophen,"1</li>
</ul>",NA,"Jun 01, 2002","Jun 01, 2002","New York, NY",294 mg<br/>8.0 mm x 5.0 mm
Clubs,MDMA,"5</li>
",NA,"Jun 01, 2002","Jun 01, 2002","Houston, TX",357 mg<br/>10.0 mm x 5.0 mm
Superdome,MDMA,"1</li>
</ul>",NA,"Jun 01, 2002","Jun 01, 2002","Los Angeles, CA",315 mg<br/>8.0 mm x 5.0 mm
Smiley,DXM,"1</li>
</ul>",NA,"Jun 01, 2002","Jun 01, 2002","Los Angeles, CA",380 mg<br/>8.0 mm x 6.0 mm
Mercedes,Caffeine,"5</li>
",NA,"May 25, 2002","May 25, 2002","San Francisco, CA",298 mg<br/>8.0 mm x 5.0 mm
Cartier,TFMPP,"1</li>
</ul>",NA,"May 25, 2002","May 25, 2002","Phoenix, AZ",492 mg<br/>10.0 mm x 5.0 mm
Star (Green),DXM,"1</li>
</ul>",NA,"May 25, 2002","May 25, 2002","Philadelphia, PA",242 mg<br/>9.0 mm x 3.0 mm
$,MDMA,"1</li>
</ul>",NA,"May 25, 2002","May 25, 2002","New York, NY",144 mg<br/>7.0 mm x 3.0 mm
P,DXM,"1</li>
</ul>",NA,"May 25, 2002","May 25, 2002","Charlotte, NC",454 mg<br/>9.0 mm x 6.0 mm
Candies,Acetaminophen,"1</li>
</ul>",NA,"May 25, 2002","May 25, 2002","Jacksonville, FL",788 mg<br/>13.0 mm x 6.0 mm
Arrow,Not Tested,"</li>
</ul>",NA,"May 25, 2002","May 25, 2002","Columbus, OH",11.0&amp;nbspmm x 5.0&amp;nbspmm
Bad Boy,MDMA,"3</li>
",NA,"May 25, 2002","May 25, 2002","Los Angeles, CA",234 mg<br/>9.0 mm x 4.0 mm
Dolphin (Blue),Caffeine,"20</li>
",NA,"May 25, 2002","May 25, 2002","Seattle, WA",374 mg<br/>8.0 mm x 5.0 mm
Star (Pink),Pseudo/Ephedrine,"2</li>
",NA,"May 25, 2002","May 25, 2002","Portland, OR",270 mg<br/>9.0 mm x 3.0 mm
Superman,MDE,"5</li>
",NA,"May 25, 2002","May 25, 2002","Hollywood, CA",264 mg<br/>8.0 mm x 5.0 mm
Plain Tablet,MDA,"1</li>
</ul>",NA,"May 25, 2002","May 25, 2002","Dallas, TX",144 mg<br/>7.0 mm x 5.0 mm
Yin Yang,Caffeine,"3</li>
",NA,"May 25, 2002","May 25, 2002","Pleasanton, CA",302 mg<br/>8.0 mm x 5.0 mm
Pink Nederland,MDMA,"1</li>
</ul>",NA,"May 25, 2002","May 25, 2002","New York, NY",210 mg<br/>9.0 mm x 3.0 mm
McDonald (Yellow),Caffeine,"10</li>
",NA,"May 25, 2002","May 25, 2002","Oakland, CA",324 mg<br/>8.0 mm x 5.0 mm
McDonald (Blue),DXM,"10</li>
",NA,"May 25, 2002","May 25, 2002","San Francisco, CA",288 mg<br/>8.0 mm x 5.0 mm
Honda,MDMA,"1</li>
</ul>",NA,"May 25, 2002","May 25, 2002","San Jose, CA",197 mg<br/>8.0 mm x 4.0 mm
007,MDMA,"1</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Los Angeles, CA",255 mg<br/>8.0 mm x 4.0 mm
Crocodile,MDMA,"1</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Los Angeles, CA",273 mg<br/>8.0 mm x 5.0 mm
Superman (Pink),MDMA,"1</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Atlanta, GA",237 mg<br/>8.0 mm x 4.0 mm
Cartier,None Detected,"---</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Sacramento, CA",487 mg<br/>10.0 mm x 5.0 mm
Dolphin (Blue),MDMA,"1</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Oakland, CA",245 mg<br/>8.0 mm x 5.0 mm
Vegas Stripper,None Detected,"---</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Las Vegas, NV",510 mg<br/>10.0 mm x 5.0 mm
Crocodile,MDMA,"1</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Houston, TX",280 mg<br/>8.0 mm x 5.0 mm
I-mac,None Detected,"---</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Saginaw, MI",119 mg<br/>6.0 mm x 3.0 mm
Bat (Orange),MDMA,"3</li>
",NA,"May 08, 2002","May 08, 2002","Lewiston, ID",317 mg<br/>8.0 mm x 5.0 mm
Leon,MDMA,"1</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Killeen, TX",196 mg<br/>8.0 mm x 4.0 mm
7 UP,MDMA,"2</li>
",NA,"May 08, 2002","May 08, 2002","Killeen, TX",292 mg<br/>8.0 mm x 4.0 mm
King Tut,DXM,"1</li>
</ul>",NA,"May 08, 2002","May 08, 2002","Killeen, TX",281 mg<br/>8.0 mm x 5.0 mm
Chanel,TFMPP,"1.5</li>
",NA,"Apr 15, 2002","Apr 19, 2002","Minneapolis, MN",428 mg<br/>10.0 mm x 5.0 mm
Smiley,BZP,"10</li>
",NA,"Apr 15, 2002","Apr 19, 2002","Hagerstown, MD",379 mg<br/>8.0 mm x 6.0 mm
E / Butterfly,Pseudo/Ephedrine,"1</li>
</ul>",NA,"Apr 15, 2002","Apr 19, 2002","Los Angeles, CA",828 mg<br/>13.0 mm x 7.0 mm
Cross,MDMA,"1</li>
</ul>",NA,"Apr 15, 2002","Apr 19, 2002","Cape Coral, FL",251 mg<br/>9.0 mm x 4.0 mm
Dove (White),MDA,"1</li>
</ul>",NA,"Apr 15, 2002","Apr 19, 2002","Kuna, ID",223 mg<br/>9.0 mm x 4.0 mm
VL (Blue),Caffeine,"20</li>
",NA,"Apr 15, 2002","Apr 19, 2002","El Cerrito, CA",305 mg<br/>8.0 mm x 5.0 mm
Rolex,MDMA,"1</li>
</ul>",NA,"Apr 15, 2002","Apr 19, 2002","Dover, NH",295 mg<br/>9.0 mm x 4.0 mm
Crocodile,MDMA,"1</li>
</ul>",NA,"Apr 15, 2002","Apr 19, 2002","San Leandro, CA",282 mg<br/>8.0 mm x 5.0 mm
Plain Tablet,None Detected,"---</li>
</ul>",NA,"Apr 11, 2002","Mar 15, 2002","Penngrove, CA",334 mg<br/>9.0 mm x 5.0 mm
G4 / 63 / 832,Other Pharm.,"1</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Gainesville, FL",7.0&amp;nbspmm x 3.0&amp;nbspmm
Mitsubishi,MDMA,"1</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Hollywood, CA",287 mg<br/>8.0 mm x 4.0 mm
Leon,MDMA,"10</li>
",NA,"Apr 06, 2002","Apr 05, 2002","Boston, MA",196 mg<br/>8.0 mm x 4.0 mm
Mercedes,Caffeine,"12</li>
",NA,"Apr 06, 2002","Apr 05, 2002","Los Angeles, CA",286 mg<br/>8.0 mm x 5.0 mm
Puma,MDMA,"1</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Kyle, TX",348 mg<br/>8.0 mm x 5.0 mm
VL (Blue),Caffeine,"10</li>
",NA,"Apr 06, 2002","Apr 05, 2002","Albany, CA",302 mg<br/>8.0 mm x 5.0 mm
Target (Black),None Detected,"---</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Minona, MN",191 mg<br/>8.0 mm x 4.0 mm
Superman,MDE,"4</li>
",NA,"Apr 06, 2002","Apr 05, 2002","Los Angeles, CA",288 mg<br/>8.0 mm x 5.0 mm
Alien (Purple),None Detected,"---</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","San Jose, CA",218 mg<br/>9.0 mm x 3.0 mm
Cartier,None Detected,"---</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Los Angeles, CA",454 mg<br/>10.0 mm x 5.0 mm
Motorola (Pink),MDMA,"1</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Boston, MS",198 mg<br/>8.0 mm x 4.0 mm
S,MDMA,"1</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","New York, NY",183 mg<br/>7.0 mm x 4.0 mm
B,MDMA,"1</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Atlanta, GA",144 mg<br/>7.0 mm x 3.0 mm
FBI,MDMA,"2</li>
",NA,"Apr 06, 2002","Apr 05, 2002","Portland, OR",295 mg<br/>8.0 mm x 5.0 mm
Spider,5-MeO-DiPT,"1</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Sacramento, CA",204 mg<br/>9.0 mm x 3.0 mm
Casper,MDMA,"1</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Nashville, TN",283 mg<br/>9.0 mm x 4.0 mm
Plain Tablet,TFMPP,"2</li>
",NA,"Apr 06, 2002","Apr 05, 2002","Los Angeles, CA",376 mg<br/>10.0 mm x 4.0 mm
Spider,5-MeO-DiPT,"1</li>
</ul>",NA,"Apr 06, 2002","Apr 05, 2002","Portland, OR",227 mg<br/>9.0 mm x 3.0 mm
Mercedes (Tan),Caffeine,"10</li>
",NA,"Mar 15, 2002","Mar 15, 2002","Seattle, WA",297 mg<br/>8.0 mm x 5.0 mm
Spider,5-MeO-DiPT,"1</li>
</ul>",NA,"Mar 15, 2002","Mar 15, 2002","Albuquerque, NM",214 mg<br/>9.0 mm x 4.0 mm
B,MDMA,"trace</li>
</ul>",NA,"Mar 15, 2002","Mar 15, 2002","New York, NY",157 mg<br/>7.0 mm x 4.0 mm
MM,MDMA,"1</li>
</ul>",NA,"Mar 15, 2002","Mar 15, 2002","Los Angeles, CA",179 mg<br/>7.0 mm x 4.0 mm
BHI HOM,None Detected,"---</li>
</ul>",NA,"Mar 15, 2002","Mar 15, 2002","Los Angeles, CA",305 mg<br/>9.0 mm x 5.0 mm
XXX,MDA,"1</li>
</ul>",NA,"Mar 15, 2002","Mar 15, 2002","Chicago, IL",318 mg<br/>8.0 mm x 6.0 mm
D,Caffeine,"30</li>
",NA,"Mar 04, 2002","Mar 01, 2002","Milwawkee, WI",301 mg<br/>8.0 mm x 4.0 mm
Mercedes  * *,Caffeine,"30</li>
",NA,"Mar 01, 2002","Mar 01, 2002","Paul, ID",295 mg<br/>8.0 mm x 5.0 mm
Spider (Blue),None Detected,"---</li>
</ul>",NA,"Mar 01, 2002","Mar 01, 2002","Seattle, WA",294 mg<br/>9.0 mm x 3.0 mm
VL,Caffeine,"30</li>
",NA,"Mar 01, 2002","Mar 01, 2002","Salt Lake City, UT",304 mg<br/>8.0 mm x 5.0 mm
Superman,MDMA,"1</li>
</ul>",NA,"Mar 01, 2002","Mar 01, 2002","New York, NY",241 mg<br/>9.0 mm x 3.0 mm
Anchor,MDMA,"1</li>
</ul>",NA,"Mar 01, 2002","Mar 01, 2002","New York, NY",202 mg<br/>7.0 mm x 4.0 mm
Chanel,DXM,"5</li>
",NA,"Mar 01, 2002","Mar 01, 2002","Seattle, WA",314 mg<br/>8.0 mm x 6.0 mm
X,MDMA,"4</li>
",NA,"Mar 01, 2002","Mar 01, 2002","Bellingham, WA",178 mg<br/>7.0 mm x 4.0 mm
Spider,None Detected,"---</li>
</ul>",NA,"Mar 01, 2002","Mar 01, 2002","Memphis, TN",230 mg<br/>9.0 mm x 3.0 mm
Plain Tablet,MDMA,"1</li>
</ul>",NA,"Mar 01, 2002","Mar 01, 2002","Santa Monica, CA",152 mg<br/>6.0 mm x 4.0 mm
Nike,DXM,"1</li>
</ul>",NA,"Mar 01, 2002","Mar 01, 2002","Killeen, TX",339 mg<br/>10.0 mm x 4.0 mm
Plain Tablet,MDMA,"1</li>
</ul>",NA,"Mar 01, 2002","Mar 01, 2002","San Francisco, CA",330 mg<br/>8.0 mm x 5.0 mm
Plain Tablet,MDMA,"1</li>
</ul>",NA,"Mar 01, 2002","Mar 01, 2002","San Diego, CA",156 mg<br/>6.0 mm x 5.0 mm
Cookies &amp; Cream,None Detected,"---</li>
</ul>",NA,"Mar 01, 2002","Mar 01, 2002","Houston, TX",672 mg<br/>11.0 mm x 5.0 mm
